loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,crib_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
139,3,Graduate,Yes,892265.0,2290000.0,6,579,1311954.0,977511.0,330717.0,531926.0,Approved
140,0,Not Graduate,No,1059001.0,2720000.0,36,492,3097695.0,0.0,880296.0,1856183.0,Rejected
141,3,Not Graduate,No,2524470.0,4310000.0,24,633,8473740.0,0.0,734986.0,666932.0,Approved
142,0,Not Graduate,No,1180996.0,1900000.0,48,462,1022543.0,0.0,1114633.0,490708.0,Approved
143,1,Graduate,No,2880573.0,4340000.0,24,530,13389541.0,0.0,1654631.0,5115787.0,Approved
144,4,Not Graduate,No,957040.0,2480000.0,18,681,1095920.0,0.0,520576.0,316903.0,Rejected
145,1,Graduate,No,1612537.0,1850000.0,36,517,8869165.0,0.0,1249143.0,1509143.0,Rejected
146,0,Not Graduate,Yes,1041110.0,1870000.0,36,651,6896695.0,3574563.0,353012.0,1395653.0,Approved
147,2,Not Graduate,Yes,1921767.0,1160000.0,18,869,4611772.0,1563974.0,2776136.0,581747.0,Approved
148,3,Not Graduate,Yes,862060.0,1850000.0,24,378,2861249.0,3043863.0,435529.0,649118.0,Rejected
149,1,Graduate,No,538507.0,1140000.0,24,632,2504530.0,0.0,620966.0,743361.0,Approved
150,1,Not Graduate,No,1307565.0,2680000.0,60,610,7721589.0,0.0,559634.0,1630490.0,Approved
151,2,Graduate,No,749770.0,1680000.0,12,518,3621153.0,0.0,521410.0,489701.0,Rejected
152,0,Graduate,No,794685.0,1940000.0,36,637,1924272.0,0.0,171982.0,80492.0,Approved
153,0,Not Graduate,Yes,1557002.0,1760000.0,18,641,6815919.0,798874.0,1135632.0,2716533.0,Approved
154,3,Not Graduate,Yes,551903.0,1010000.0,18,611,4017434.0,1022272.0,720166.0,232429.0,Approved
155,3,Not Graduate,No,515175.0,170000.0,36,621,3980002.0,0.0,627910.0,165847.0,Approved
156,0,Not Graduate,No,785935.0,1470000.0,24,574,2345930.0,0.0,368392.0,131517.0,Rejected
157,1,Graduate,No,2129763.0,2140000.0,18,744,14944754.0,0.0,1376907.0,4213058.0,Approved
158,0,Not Graduate,Yes,668717.0,1310000.0,18,671,5051395.0,293663.0,681579.0,778958.0,Rejected
159,2,Graduate,No,3963853.0,7680000.0,36,585,7733135.0,0.0,5611222.0,698411.0,Approved
160,1,Graduate,No,1063958.0,2350000.0,12,447,3485142.0,0.0,183513.0,2041379.0,Rejected
161,2,Graduate,No,553279.0,260000.0,48,590,3424869.0,0.0,576578.0,290808.0,Approved
162,1,Not Graduate,No,641979.0,540000.0,24,760,4550454.0,0.0,454117.0,216734.0,Approved
163,1,Not Graduate,No,984277.0,2530000.0,18,571,7035168.0,0.0,1215339.0,243726.0,Approved
164,0,Graduate,No,1090524.0,3230000.0,12,538,1477670.0,0.0,553830.0,818019.0,Approved
165,1,Not Graduate,Yes,960463.0,1260000.0,48,566,5913330.0,3641199.0,80740.0,1514801.0,Approved
166,2,Not Graduate,No,480000.0,560000.0,48,576,2332432.0,0.0,690260.0,872073.0,Rejected
167,1,Graduate,No,2497756.0,1550000.0,36,607,8565093.0,0.0,1334566.0,898861.0,Approved
168,3,Graduate,No,951441.0,1190000.0,24,471,2740569.0,0.0,818277.0,440262.0,Approved
169,2,Not Graduate,No,848496.0,1320000.0,18,891,4514002.0,0.0,1102780.0,333445.0,Approved
170,1,Not Graduate,Yes,3269247.0,3120000.0,12,536,7320381.0,2350235.0,4406330.0,1439744.0,Approved
171,1,Graduate,No,1521097.0,1150000.0,24,528,3987884.0,0.0,243793.0,965832.0,Approved
172,2,Not Graduate,No,725925.0,990000.0,24,430,5510034.0,0.0,624834.0,904461.0,Rejected
173,2,Graduate,No,1833825.0,3470000.0,12,690,1022003.0,0.0,2070357.0,3428734.0,Approved
174,2,Not Graduate,No,1804100.0,4650000.0,12,441,2198102.0,0.0,2283584.0,2910579.0,Rejected
175,3,Not Graduate,No,1081818.0,550000.0,60,679,4443513.0,0.0,1245611.0,2005821.0,Approved
176,2,Not Graduate,No,1078769.0,1940000.0,36,900,4515864.0,0.0,70796.0,1994801.0,Approved
177,1,Graduate,No,1684820.0,2380000.0,12,467,10849385.0,0.0,297453.0,2634594.0,Approved
178,3,Not Graduate,Yes,744110.0,990000.0,24,703,1649478.0,1621296.0,367409.0,1096394.0,Approved
179,1,Graduate,No,2285957.0,5380000.0,12,607,14831878.0,0.0,2685646.0,2838368.0,Approved
180,2,Graduate,Yes,1498742.0,1830000.0,18,746,3923113.0,4376605.0,1790004.0,332607.0,Approved
181,2,Not Graduate,No,804496.0,560000.0,18,659,514394.0,0.0,715338.0,327394.0,Approved
182,3,Graduate,Yes,1815001.0,3600000.0,24,552,3245862.0,3921125.0,2068190.0,2298514.0,Rejected
183,1,Graduate,No,1574687.0,3640000.0,36,397,11447592.0,0.0,1869242.0,2608749.0,Rejected
184,2,Not Graduate,Yes,1872970.0,4640000.0,48,609,14535281.0,1729830.0,2770597.0,1565296.0,Rejected
185,1,Not Graduate,Yes,480000.0,580000.0,24,816,3479268.0,1077065.0,392978.0,640517.0,Approved
186,2,Graduate,Yes,1949001.0,2650000.0,60,576,5121929.0,3818036.0,735062.0,2952301.0,Approved
187,1,Graduate,No,2260035.0,4060000.0,18,725,6717358.0,0.0,1288161.0,3308323.0,Approved
188,2,Graduate,No,1142820.0,2290000.0,12,609,795407.0,0.0,314415.0,1330722.0,Approved
189,0,Not Graduate,No,4025428.0,2720000.0,6,616,3653083.0,0.0,4073359.0,4055371.0,Approved
190,2,Not Graduate,Yes,505154.0,820000.0,48,578,3455928.0,631047.0,389796.0,211261.0,Approved
191,1,Not Graduate,No,480000.0,420000.0,12,476,2953603.0,0.0,306505.0,662935.0,Rejected
192,0,Graduate,No,646375.0,1230000.0,24,613,-63780.0,0.0,853439.0,284336.0,Rejected
193,1,Graduate,Yes,878950.0,1620000.0,12,716,4490369.0,504389.0,636680.0,1479253.0,Approved
194,2,Graduate,No,1856062.0,870000.0,6,633,11287153.0,0.0,1454398.0,3190446.0,Approved
195,1,Not Graduate,Yes,2611966.0,2540000.0,12,449,16597638.0,5026710.0,3900978.0,1562582.0,Approved
196,1,Not Graduate,Yes,707107.0,1000000.0,36,460,1601691.0,2823944.0,595686.0,980646.0,Approved
197,0,Graduate,No,3308152.0,3850000.0,48,648,8083530.0,0.0,1344513.0,5015610.0,Rejected
198,2,Not Graduate,No,800936.0,1990000.0,18,647,2530522.0,0.0,1124371.0,306208.0,Rejected
199,4,Not Graduate,Yes,2110698.0,2460000.0,36,695,1399245.0,4161181.0,704524.0,4141086.0,Approved
200,2,Not Graduate,No,2853157.0,4280000.0,24,808,13182576.0,0.0,1995274.0,468708.0,Approved
201,0,Graduate,No,785079.0,570000.0,48,560,3920087.0,0.0,708712.0,687143.0,Rejected
202,3,Graduate,No,643811.0,910000.0,12,620,1886229.0,0.0,245229.0,1034046.0,Rejected
203,1,Not Graduate,No,714448.0,640000.0,24,558,1264582.0,0.0,394807.0,145292.0,Approved
204,2,Not Graduate,No,946853.0,610000.0,12,558,5118537.0,0.0,1131534.0,1835405.0,Approved
205,0,Not Graduate,Yes,733032.0,450000.0,48,628,4700012.0,2710471.0,914443.0,417874.0,Approved
206,2,Graduate,No,1224705.0,1340000.0,18,741,4339014.0,0.0,1746588.0,194719.0,Rejected
207,1,Not Graduate,No,480000.0,250000.0,12,599,2179077.0,0.0,685003.0,875756.0,Approved
208,1,Not Graduate,No,3833046.0,11050000.0,12,548,8582644.0,0.0,3299044.0,6440931.0,Approved
209,2,Graduate,No,582462.0,390000.0,18,519,4451062.0,0.0,197098.0,393851.0,Approved
210,1,Not Graduate,No,744732.0,1860000.0,36,747,3711878.0,0.0,770745.0,240403.0,Approved
211,0,Not Graduate,Yes,1128119.0,1040000.0,36,709,7369353.0,1856826.0,247121.0,233600.0,Rejected
212,1,Graduate,No,1258676.0,2730000.0,6,568,9814078.0,0.0,1423722.0,642803.0,Rejected
213,0,Not Graduate,Yes,1832203.0,2820000.0,12,496,13805718.0,4958170.0,550138.0,1586781.0,Approved
214,1,Graduate,No,480000.0,1390000.0,24,437,2958778.0,0.0,435986.0,167528.0,Rejected
215,1,Not Graduate,No,2184303.0,4970000.0,36,467,2334754.0,0.0,1589708.0,762533.0,Rejected
216,0,Not Graduate,No,1241037.0,710000.0,36,685,7267083.0,0.0,355047.0,1109918.0,Approved
217,2,Not Graduate,Yes,2742177.0,1000000.0,12,782,14668981.0,8518988.0,2866504.0,2088029.0,Rejected
218,3,Not Graduate,No,614831.0,300000.0,60,501,3117232.0,0.0,304067.0,453868.0,Approved
219,0,Not Graduate,No,986514.0,1870000.0,18,716,4419388.0,0.0,595933.0,1684259.0,Approved
220,3,Not Graduate,Yes,1408667.0,1230000.0,12,710,8978193.0,1582420.0,1469041.0,2472423.0,Approved
221,1,Graduate,No,6400600.0,5660000.0,36,660,20019899.0,0.0,663353.0,4863049.0,Approved
222,2,Graduate,No,1374994.0,2400000.0,6,582,5792855.0,0.0,1755345.0,2176980.0,Approved
223,4,Graduate,No,3676753.0,1430000.0,6,602,28297265.0,0.0,2012717.0,1398210.0,Rejected
224,2,Not Graduate,No,1079291.0,2490000.0,36,699,3210010.0,0.0,844069.0,1186801.0,Rejected
225,0,Not Graduate,No,2865193.0,3140000.0,12,462,10149855.0,0.0,3852323.0,611435.0,Rejected
226,2,Not Graduate,No,1083602.0,1510000.0,12,890,3467322.0,0.0,1622357.0,1860225.0,Approved
227,3,Graduate,No,694192.0,1140000.0,24,494,3987541.0,0.0,152724.0,1302555.0,Rejected
228,4,Not Graduate,No,834984.0,1920000.0,36,565,3284390.0,0.0,1240926.0,766421.0,Approved
229,4,Graduate,No,1065934.0,2550000.0,60,639,1597997.0,0.0,964342.0,1176163.0,Approved
230,1,Graduate,No,686271.0,1850000.0,12,732,4042052.0,0.0,928157.0,995682.0,Approved
231,0,Not Graduate,No,1405690.0,3680000.0,12,658,7840917.0,0.0,1195358.0,278330.0,Approved
232,0,Not Graduate,No,770844.0,1340000.0,24,451,1034236.0,0.0,963277.0,293438.0,Rejected
233,0,Graduate,Yes,684453.0,1230000.0,48,588,5176447.0,712257.0,796981.0,1204283.0,Rejected
234,1,Not Graduate,No,1249271.0,2330000.0,12,608,2631084.0,0.0,1281510.0,1620137.0,Approved
235,4,Not Graduate,No,961175.0,550000.0,36,500,7155887.0,0.0,769700.0,1178330.0,Approved
236,0,Not Graduate,Yes,779658.0,1590000.0,24,442,1664912.0,2149465.0,610337.0,792754.0,Rejected
237,3,Graduate,No,1076966.0,570000.0,48,549,3085839.0,0.0,1244626.0,1269578.0,Approved
238,0,Graduate,No,934700.0,1290000.0,24,422,5534637.0,0.0,767773.0,237066.0,Rejected
239,4,Not Graduate,No,994959.0,2190000.0,12,606,7906912.0,0.0,506608.0,1496084.0,Approved
240,4,Not Graduate,No,2298992.0,6250000.0,18,833,16395586.0,0.0,2421620.0,3496098.0,Rejected
241,1,Not Graduate,No,2426985.0,1490000.0,24,697,4600876.0,0.0,781513.0,4453823.0,Approved
242,2,Graduate,No,923947.0,800000.0,36,513,468168.0,0.0,739661.0,1638108.0,Rejected
243,1,Not Graduate,Yes,1220886.0,3290000.0,36,570,7902115.0,4534682.0,846448.0,2403160.0,Rejected
244,0,Graduate,Yes,636948.0,990000.0,36,618,3570169.0,1200892.0,658827.0,381133.0,Approved
245,2,Graduate,No,1633063.0,2960000.0,12,507,968282.0,0.0,269094.0,600755.0,Rejected
246,1,Not Graduate,No,582753.0,1020000.0,18,706,2984035.0,0.0,536926.0,848957.0,Approved
247,2,Graduate,Yes,756831.0,360000.0,18,710,4627785.0,3026803.0,352072.0,388568.0,Approved
248,2,Graduate,No,944302.0,1350000.0,6,703,5932393.0,0.0,770241.0,466901.0,Approved
249,0,Not Graduate,Yes,548171.0,1200000.0,12,632,3661000.0,453056.0,621673.0,203439.0,Approved
250,1,Graduate,No,1199853.0,2530000.0,24,481,4081502.0,0.0,1737852.0,614969.0,Rejected
251,4,Graduate,No,1044401.0,1390000.0,48,672,7277225.0,0.0,295077.0,1812937.0,Approved
252,1,Not Graduate,Yes,662281.0,400000.0,48,599,2758388.0,1402824.0,460269.0,932911.0,Approved
253,1,Graduate,No,1639426.0,660000.0,6,714,2373494.0,0.0,474152.0,1464977.0,Approved
254,3,Not Graduate,No,1294402.0,3080000.0,18,552,3161684.0,0.0,1418731.0,165160.0,Rejected
255,2,Graduate,No,1242345.0,1130000.0,18,555,8639761.0,0.0,1104391.0,1446051.0,Rejected
256,0,Graduate,Yes,1223064.0,1320000.0,48,598,8247117.0,111744.0,261950.0,164477.0,Approved
257,0,Graduate,No,480000.0,560000.0,48,760,285303.0,0.0,55634.0,680000.0,Approved
258,3,Graduate,No,2307231.0,2680000.0,6,601,11448490.0,0.0,302807.0,476878.0,Approved
